9223372032559842759,kandinsky,250,170,0.39765,0.02424,#BFBFBF,#3F0000,#FFFF7F,#BF3F3F,#FFBFBF,#BF7F3F,#FFFFFF,#3F3F00,#FFBF7F,#3F003F
326981,kandinsky,250,134,0.39701,0.09198,#000000,#FFFFBF,#3F3F7F,#FFFFFF,#3F3F00,#FFBF7F,#7F7F7F,#3F7FFF,#FFFF3F,#BF7F00
326964,kandinsky,250,287,0.39861,0.13113,#BF7F7F,#00003F,#7F3F00,#3F7FBF,#FFFFFF,#3F3F3F,#003FBF,#FFFF3F,#000000,#BF3F00
326979,kandinsky,250,183,0.39781,26.0,#3F3F3F,#FFBF00,#FFFFFF,#BF3F3F,#BFFFBF,#3F7F3F,#7FBF7F,#7FBF00,#3F3F3F,#FFBF7F
189369,kandinsky,250,187,0.39786,0.01783,#FF7F00,#3F0000,#7F3F3F,#FFFFFF,#3F0000,#003F3F,#BF7F7F,#7F3F00,#BF7F00,#3F3F00
326978,kandinsky,250,350,0.39886,0.01855,#000000,#BFBF00,#FFBF7F,#003F3F,#3F3F00,#FFFFBF,#FFBF00,#3F3F00,#BF3F00,#3F7F7F
326982,kandinsky,250,124,0.39677,0.10157,#7F7F3F,#FFFFFF,#FF3F3F,#3F3F00,#7F0000,#FFBF3F,#000000,#FF3F00,#BF7F00,#FFBF7F
189372,kandinsky,250,380,0.4,0.03425,#FFFFFF,#3F7F3F,#FFBF3F,#000000,#BFBF3F,#BFFFFF,#BF3F3F,#FFFF7F,#3F003F,#3F0000
326983,kandinsky,250,180,0.39778,0.01885,#003F3F,#FFFFFF,#BFBF00,#7F7F7F,#3F3F00,#000000,#3FBF00,#3F3F7F,#BFBFBF,#7F3F00
326987,kandinsky,250,590,0.39932,3.14973,#BF3F00,#7F7F7F,#FFFFFF,#003F7F,#FF7F00,#BF3F7F,#FFBFBF,#3F3F3F,#3F0000,#FFBF7F
189273,kandinsky,250,266,0.3985,0.56263,#7F7F00,#BFBF3F,#7F3F3F,#00003F,#FFFF3F,#00003F,#7F3F3F,#7FBF3F,#BFBF3F,#7F003F
189304,kandinsky,250,250,0.3984,249.0,#3F3F00,#BF7F3F,#BFBFFF,#7F3F00,#FFBF7F,#FFFFFF,#7F3F7F,#000000,#BF7FBF,#003F3F
189308,kandinsky,250,337,0.39881,0.0275,#003F00,#FFBF00,#BFBF00,#3F7F3F,#003F00,#BFBF7F,#7F0000,#3F7F00,#FFFFBF,#BF3F00
189312,kandinsky,250,248,0.39839,0.50719,#BF7F00,#3F3F3F,#FFFFBF,#3F0000,#BF0000,#FF7F00,#FFBF3F,#BF7FBF,#3F3F00,#7F7F7F
189422,kandinsky,250,189,0.4,0.01102,#7FBFFF,#00003F,#FFFFFF,#3F003F,#3F3F7F,#BF7FBF,#7F7F7F,#FFFFFF,#000000,#7F7FBF
326965,kandinsky,250,148,0.3973,1.11364,#7FBFFF,#000000,#FFFFFF,#3F3FBF,#BF7F7F,#3FBF7F,#BFFFFF,#003F3F,#3F3F3F,#BFBF7F
189254,kandinsky,250,502,0.4,0.02288,#3F0000,#BF3F00,#FFFFFF,#BFBF7F,#7F0000,#BF7F7F,#003F00,#000000,#3F7F3F,#BFBF3F
189262,kandinsky,250,347,0.39885,173.0,#FFFFBF,#7F3F7F,#BFBF7F,#7F7FBF,#FF7F3F,#7F3F00,#BFBFFF,#FFBF7F,#FFFFFF,#FFFFFF
189341,kandinsky,250,189,0.39788,0.03803,#7F0000,#FFFFFF,#000000,#3F3F7F,#BF7F00,#3F003F,#7F3F00,#FFBF7F,#3F3F3F,#3F3FBF
189256,kandinsky,250,376,0.39894,62.5,#FFBF3F,#FFFFBF,#7F3F00,#7F7F7F,#FF3F00,#BFBFBF,#7F7F00,#003F3F,#7F007F,#FFFFFF
189311,kandinsky,250,248,0.39839,0.02933,#3F003F,#BFBFBF,#7F3F3F,#BF7FBF,#FFFFFF,#3F3F00,#FFBFBF,#00003F,#FFBF3F,#7F3F00
189386,kandinsky,250,342,0.39883,0.48028,#FFFF7F,#003F7F,#7F7F3F,#3F7FFF,#BFBFFF,#BF3F00,#000000,#7FBFBF,#FFFFFF,#BFBF3F
189387,kandinsky,250,339,0.39882,0.17568,#000000,#7F3F3F,#BFFFFF,#003FBF,#7F7F7F,#003F7F,#7F7FFF,#BFBF7F,#3F3F00,#7F7FFF
189293,kandinsky,250,233,0.4,0.06586,#7FBFFF,#00003F,#BF7F3F,#FFFFFF,#003F00,#3F3F7F,#7F3F00,#FFFFBF,#7F7FBF,#003F00
189380,kandinsky,250,364,0.3989,0.01654,#000000,#FFBF7F,#7F7F7F,#003F00,#FFFFFF,#7F7FBF,#7F3F00,#BFFFFF,#BF7F3F,#3F3F00
189381,kandinsky,250,170,0.4,15.45455,#7F3F7F,#FFFFBF,#FFFF3F,#BF3F3F,#FFFFFF,#3F003F,#7F7F7F,#FF7F3F,#FFBF7F,#BFBFFF
189392,kandinsky,250,342,0.39883,0.16347,#FF7F7F,#000000,#FFBFFF,#7F3F00,#7FBFBF,#FFBF7F,#3F0000,#7F3F7F,#BFBF3F,#FFFFFF
189435,kandinsky,250,336,0.39881,0.0409,#3F3F7F,#3F7FBF,#3F3F00,#BF7F3F,#FFFFBF,#000000,#BFBFBF,#3F003F,#3F7F3F,#3F003F
189279,kandinsky,250,322,0.39876,0.05558,#3F3F00,#BF7F3F,#3F3F00,#BFBFBF,#003F3F,#003F3F,#000000,#7F3F7F,#3F003F,#BF3F00
189350,kandinsky,250,242,0.39835,0.01557,#000000,#BFBF3F,#3F7F00,#3F7F7F,#003F3F,#003F3F,#FFFF00,#3F0000,#BF3F00,#3F3F3F
189260,kandinsky,250,312,0.39872,0.10305,#7FFFFF,#3F3F3F,#000000,#3F7FBF,#BFBF3F,#00007F,#3F7FFF,#7FBF3F,#3F0000,#003F00
189261,kandinsky,250,334,0.3988,0.02477,#FFFFFF,#003F00,#BF7F00,#003F7F,#FFFF7F,#7F7F7F,#7F0000,#3F7F00,#003F00,#FFFF00
189272,kandinsky,250,221,0.39819,0.13968,#3F3F3F,#FFBF00,#BF3F3F,#FFFFFF,#3F3FBF,#FF3F00,#BF7F3F,#3F003F,#FFFF7F,#000000
189355,kandinsky,250,178,0.4,0.03568,#7F7F3F,#FFFFFF,#3F0000,#FF3F3F,#003F7F,#FFFFBF,#FFBF3F,#3F0000,#7FBFBF,#003F00
189419,kandinsky,250,370,0.39892,0.93182,#7F7FBF,#FFFFBF,#3F0000,#FF7F3F,#BFBFBF,#FFFFFF,#FFBF3F,#BF3F00,#7F7F3F,#3F3F7F
189439,kandinsky,250,254,0.39843,0.02717,#7F7FBF,#3F3F3F,#3F0000,#BF3F7F,#00003F,#FFFFBF,#3F003F,#BF3F00,#003F7F,#BFBF3F
326967,kandinsky,250,350,0.39886,0.01021,#003F00,#7F3F00,#000000,#7FBFBF,#3F3F3F,#FFFF3F,#3F3F3F,#BFBF00,#00003F,#003FBF
326969,kandinsky,250,152,0.39737,0.01581,#BF7F00,#3F0000,#3F3F7F,#BFBF3F,#FFFF00,#000000,#3F003F,#BFBFBF,#7F3F00,#7F7FBF
326974,kandinsky,250,292,0.39863,0.01916,#3F0000,#BFBF3F,#3F007F,#FF7F7F,#3F3F00,#FFFF7F,#3F0000,#BF0000,#3F7F7F,#BF3F00
326976,kandinsky,250,345,0.39884,0.01435,#000000,#003F00,#7FBFBF,#7F7F3F,#00007F,#3F3F00,#003F3F,#7F003F,#7F003F,#003F7F
189250,kandinsky,250,250,0.4,0.08501,#BF0000,#FFFFFF,#3F7F7F,#FFBF00,#000000,#BFBFBF,#00003F,#3F7F00,#FFFFBF,#FF7F00
